,embedding1,embedding2
810,-35.326283,-51.04591
811,-3.0883858,84.094574
812,46.06569,27.822445
813,59.603455,-19.791752
814,-42.937904,-9.884812
815,0.9523128,43.948357
816,65.144165,-54.47176
817,-7.0517783,-13.084396
818,-37.426594,-32.699596
819,28.963327,6.7313423
820,-42.224796,47.21608
821,22.890287,65.449974
822,-85.89842,9.670407
823,18.910685,-58.292717
824,28.514153,33.73612
825,57.228,-29.623356
826,-18.535847,41.897778
827,-59.11964,-3.6976764
828,38.82746,50.526005
829,-42.977463,-10.171622
830,-4.505842,25.869879
831,47.385666,55.165726
832,-41.15642,67.87809
833,41.98991,43.1897
834,54.610508,2.6001778
835,77.95144,7.4549327
836,32.583954,-38.234623
837,34.1577,17.98333
838,-24.230877,-8.486691
839,-28.843874,-0.5255396
840,15.536533,-15.4963255
841,-6.207263,36.457195
842,-7.4627643,-62.547916
843,-30.494444,44.321335
844,-43.90111,-11.245272
845,-8.572832,27.032501
846,-34.794662,-51.817978
847,77.907906,-6.730371
848,-5.813662,14.764339
849,-36.67335,62.808956
850,15.31053,-55.675
851,-65.00565,-3.3586118
852,-10.020272,-43.284374
853,62.40494,29.221558
854,-24.720716,-41.15247
855,24.663511,4.0547433
856,-33.37184,-11.866212
857,-9.244805,13.66561
858,11.04441,2.8070679
859,31.796465,15.131579
860,39.67744,9.583519
861,-20.613735,6.235035
862,50.480618,-50.55583
863,-57.6145,-54.54817
864,-18.892536,-63.419327
865,-44.61558,-32.17005
866,5.8703904,48.26009
867,-42.35808,57.343254
868,-24.95341,50.167503
869,-78.04603,-22.078398
870,15.2257595,74.51594
871,74.57545,-32.51327
872,-7.787268,-52.269024
873,-18.032022,14.903463
874,-3.0830095,84.0865
875,-29.99728,-58.11756
876,-10.964745,8.59552
877,35.247097,-20.972164
878,9.317832,-20.908964
879,-33.800354,-25.400635
880,-2.760289,29.745373
881,3.756648,42.5385
882,27.204912,11.461093
883,-21.526712,63.282475
884,76.556244,-20.888138
885,66.261444,-46.044147
886,-41.641647,48.344948
887,48.558247,-25.874464
888,38.940174,23.740566
889,47.740936,54.297764
890,0.14022529,2.8056083
891,-12.447252,83.552086
892,14.399448,-45.47012
893,60.183434,-36.847485
894,-23.51253,7.261271
895,12.507669,68.66386
896,-18.481365,-30.541965
897,29.979313,10.297158
898,-10.170148,49.498455
899,47.901634,40.83075
900,4.97721,19.088093
901,42.62992,-22.27082
902,7.112379,1.6398659
903,-57.291504,-40.96575
904,-5.4691515,-58.063164
905,76.12529,-7.743449
906,33.75768,26.839151
907,-7.315499,-42.738033
908,-63.726414,-40.656128
909,-13.49696,15.926105
910,35.257946,8.920886
911,-34.308132,-39.694603
912,63.836845,6.4407034
913,-76.270454,24.83044
914,26.722988,-7.394842
915,-44.607044,9.753146
916,-43.489277,-5.4471793
917,-3.5903814,68.34228
918,-60.267685,-11.503181
919,-9.409779,-82.13055
920,28.096455,-47.886646
921,65.1644,-54.472115
922,-46.814655,-9.241357
923,52.971508,31.69935
924,4.537231,8.814984
925,75.301834,-6.138247
926,-11.898353,-21.668316
927,-5.1005807,-31.48563
928,23.279852,0.5025019
929,34.29966,80.45978
930,-50.991776,6.9530525
931,-29.182135,53.769703
932,-16.284681,1.0536458
933,10.952299,-0.036853336
934,16.046883,-45.411987
935,33.142876,44.49633
936,53.936035,54.0054
937,50.386345,-50.537632
938,-60.858837,-12.13331
939,42.296303,-1.7643465
940,-8.554714,-40.02794
941,11.65047,-38.16483
942,22.700386,63.915176
943,3.6900432,53.980118
944,-8.976349,-9.920563
945,-58.73944,25.392979
946,7.51227,-39.0463
947,-68.43764,-19.038471
948,-2.2929986,-29.855917
949,44.575043,67.410194
950,-32.46714,-16.015379
951,12.350601,29.585133
952,-13.793998,-19.473886
953,-36.29397,-54.02021
954,-40.19691,-3.1933277
955,82.4568,-17.366077
956,51.381535,-2.9384499
957,5.170769,-0.010361265
958,18.587893,15.79775
959,-46.27153,-51.801373
960,-53.609127,-49.0316
961,60.081573,-21.818329
962,-73.65017,-30.999216
963,-5.6975236,-80.81078
964,26.518044,12.3017645
965,37.3243,-30.432354
966,-9.7316885,15.3511505
967,-18.339136,7.960946
968,57.24109,-29.632486
969,19.555033,79.5478
970,-76.71758,22.303637
971,29.151365,-23.332355
972,80.12335,7.4123034
973,-47.6734,9.580092
974,71.01923,-0.9249871
975,36.26077,-75.95033
976,-53.483894,-46.64046
977,38.633118,-27.060413
978,47.973717,-48.760353
979,56.66833,-20.37877
980,-53.88179,60.21337
981,33.926117,-13.877675
982,30.515827,-44.723763
983,-30.300503,44.007454
984,-60.65804,11.571814
985,22.167004,32.961643
986,54.499695,-30.287783
987,-1.2456721,-54.445618
988,-72.64098,-6.3019624
989,-64.31514,27.261879
990,-2.987991,77.334015
991,7.2585597,47.373775
992,-74.74424,-17.120972
993,20.743977,-12.76186
994,57.23854,-29.632069
995,57.238388,-29.632238
996,-41.018894,16.49688
997,17.814892,69.26477
998,-19.707966,66.32946
999,-32.698944,-68.822205
1000,21.3821,-79.24227
1001,-77.019485,29.349333
1002,15.676346,-15.275085
1003,-34.334198,75.237206
1004,5.6083827,47.178387
1005,-13.3792715,28.326597
1006,-56.406075,-12.699531
1007,40.0872,59.80837
1008,6.891046,-25.286022
1009,5.722712,24.595125
1010,8.170761,46.975163
1011,36.126522,-75.41574
1012,-39.754047,61.399258
1013,-13.559794,-39.92273
1014,-45.943172,-73.01594
1015,11.81015,-13.390553
1016,3.591448,-23.739435
1017,-47.68358,-36.79785
1018,-53.784817,53.163006
1019,11.759293,46.15131
1020,38.300247,-48.13991
1021,28.54921,57.30207
1022,-6.8701143,4.688969
1023,-51.79119,-23.011833
1024,52.704464,-62.459526
1025,-73.62938,-31.102764
1026,16.812067,31.711527
1027,-6.1390767,19.714405
1028,51.28796,-46.68957
1029,27.40124,18.682793
1030,-67.67692,-45.00059
1031,-17.679712,-52.710854
1032,-23.822893,29.762949
1033,30.095257,-11.600526
1034,-55.109077,-15.521021
1035,-18.486687,-30.540617
1036,64.45706,54.958252
1037,23.717684,-43.259212
1038,-60.933228,12.854513
1039,14.260122,-51.406895
1040,-18.890055,37.752403
1041,-10.042288,-5.174674
1042,25.005695,-35.38485
1043,32.307636,37.010815
1044,28.938875,-56.585045
1045,46.533993,5.9004884
1046,-54.202213,52.93576
1047,-17.991547,73.22303
1048,-50.098244,-12.691545
1049,-27.321674,-82.04185
