,PC1,PC2
291,-0.88639855,-14.694679
292,-12.979098,9.430553
293,3.7342951,5.703575
294,11.190114,1.5533199
295,6.31354,-0.12730734
296,-15.240732,2.3231168
297,-13.734405,4.880036
298,-6.1831803,10.889626
299,-10.082957,7.779869
300,16.924232,-0.30591872
301,-10.127894,-5.401671
302,16.215994,-0.1822072
303,5.681561,-10.58343
304,-1.9984323,-14.932288
305,-13.290887,5.1997123
306,10.129572,8.1305485
307,4.6741076,-9.396237
308,-7.4018707,2.4216328
309,-14.560925,-4.524413
310,4.385153,-9.753159
311,3.6514816,-11.861916
312,8.380851,-7.2319193
313,18.759604,4.351324
314,-5.6014047,-6.8707256
315,-7.4820285,-5.93191
316,-1.330607,-14.6287565
317,-4.9495726,-6.479521
318,20.165947,5.504608
319,21.18666,3.4624758
320,-1.5364726,-14.37161
321,-6.85455,-7.231064
322,-8.775569,0.13798039
323,15.701081,1.1564468
324,0.037553146,-0.29775286
325,8.849087,3.9360547
326,-14.125846,-4.509159
327,3.079429,-8.689487
328,-11.285928,-7.60307
329,-4.711765,-12.941477
330,-6.017596,13.361446
331,-5.277543,-6.229125
332,1.8336288,-14.591881
333,-15.18296,-10.080487
334,-8.483958,7.509836
335,-15.996465,6.0130496
336,18.23656,1.8589256
337,17.959415,1.2996585
338,6.515566,6.395041
339,-14.286283,0.72420967
340,-5.857744,0.76625794
341,0.99205357,-2.3950267
342,-5.66235,6.1955543
343,-3.5149322,10.311483
344,14.73071,3.2394614
345,-12.380863,2.2359796
346,1.5466905,5.0075507
347,-5.8331194,-0.86211365
348,-9.876204,6.275883
349,-8.108482,3.1557016
350,6.0269017,-11.330247
351,8.090526,-3.6648488
352,-12.109976,1.2057618
353,-3.6619275,-0.8227121
354,-8.423526,-0.5933676
355,3.1600952,9.120068
356,16.743567,4.4319735
357,18.074564,3.8306918
358,18.077597,0.77841157
359,-17.679424,-0.5898004
360,-10.250382,4.7357674
361,20.798382,3.3811789
362,4.2971354,-13.545501
363,14.331603,5.710553
364,-3.8820632,0.8323483
365,16.789768,4.9086695
366,10.178094,2.0078893
367,-10.316226,8.260538
368,-13.428913,-4.6074796
369,-1.8434693,-14.031677
370,8.157087,-0.16954419
371,-11.258066,-1.0807441
372,-12.537227,1.3754898
373,-2.22527,-14.80703
374,8.526706,1.7018098
375,-2.2207706,-13.719571
376,23.232307,4.4174924
377,-7.3248634,-11.274361
378,-9.062109,8.161566
379,3.2826617,-1.7739905
380,2.0179713,5.1284876
381,-13.080869,1.4773839
382,-12.985019,7.0840726
383,-12.45324,-6.223045
384,2.619107,-0.5688613
385,-16.752792,7.441215
386,0.23462985,1.2462733
387,18.672386,-0.16703615
388,8.574898,-1.2772851
389,-13.596429,-7.1364746
390,11.312683,0.46315238
391,-15.029497,8.3227825
392,-13.191136,7.9877024
393,15.881305,-0.35472864
394,-9.787216,4.1534576
395,6.700454,4.2546196
396,20.05859,4.0626493
397,-15.698151,7.0765977
398,14.810738,3.7562113
399,3.295043,2.5392835
400,18.510738,3.2977774
401,-14.213382,6.443453
402,-2.1097858,2.1620057
403,4.3455296,-9.526514
404,12.47336,-1.4808512
405,-10.463273,7.152679
406,-0.2182433,8.090762
407,-16.012564,8.274838
408,4.098476,2.9610457
409,13.155261,1.9490343
410,-14.709692,7.4141545
411,-1.3809234,-10.15729
412,-0.009420672,6.0406804
413,2.3266149,10.057561
414,3.142391,4.050712
415,17.403141,0.3644188
416,3.9761243,1.6064844
417,19.560024,1.9650321
418,11.323218,5.701087
419,-0.2752961,3.8579285
420,-9.328907,2.8549407
421,-16.9556,-3.3899267
422,-5.5286837,8.17243
423,3.3007572,-8.696111
424,-2.3175647,-4.667055
425,-9.94585,4.534812
426,4.597707,-12.286224
427,-14.882961,8.2773485
428,-6.9546957,2.3336947
429,12.046407,1.1353204
430,-5.910958,-0.14049669
431,8.799292,-9.979045
432,-9.597074,-3.9907813
433,3.863914,-8.014101
434,11.912664,9.849768
435,18.458239,4.37151
436,12.982536,5.5747247
437,-3.5685809,-12.304688
438,15.976954,-0.78774214
439,4.0871177,-13.998217
440,-16.867495,-1.4378989
441,-12.649882,9.167793
442,-9.878249,6.9612865
443,-7.662754,-4.9222126
444,-6.7820783,4.8874664
445,-5.9532332,13.415345
446,8.40592,-2.8786023
447,-8.089288,4.5158687
448,14.160202,4.7893815
449,-15.617816,7.7979326
450,-10.498268,10.834293
451,-6.0005393,8.054666
452,3.082482,-9.820272
453,-4.624293,-12.624737
454,-5.975719,8.163929
455,-12.132159,6.1836743
456,14.7331295,3.3423336
457,-12.682424,-1.4432701
458,-12.934167,7.443206
459,-12.104458,15.503358
460,8.6615715,-2.6343408
461,15.047929,-5.1593347
462,21.335205,3.0734308
463,-15.896862,3.372526
464,-2.4536293,-14.995126
465,7.5788374,-11.749184
466,-1.8076062,-14.662518
467,-8.168737,3.4068654
468,3.7731512,0.67153764
469,4.5541663,-2.3383253
470,-8.836645,1.2526724
471,-11.135435,6.383196
472,-15.709006,8.80323
473,14.292636,1.8979884
474,-15.204956,8.268078
475,1.8849794,4.235674
476,15.228473,6.131212
477,-12.033054,-3.3551717
478,21.212017,3.9725275
479,-3.474866,6.2815876
480,-11.192457,4.526506
481,-12.512364,4.324386
482,-5.267514,-6.2619348
483,-2.3195503,-6.2855372
484,3.7503448,-13.8428
485,-2.5939484,6.6109414
486,-5.234238,3.5208743
487,8.749523,7.007065
488,-2.7808022,1.6023093
489,-13.426586,10.706477
490,2.54966,5.7602844
491,16.614586,4.1142626
492,-9.875951,-11.334294
493,-4.7635736,-11.752191
494,11.835113,-2.6645784
495,-1.5457397,-1.1790015
496,0.5171075,4.7479444
497,1.9499522,6.1099586
498,-4.1506095,-12.751291
499,13.187677,4.015483
500,-1.26658,10.310301
501,6.452082,2.1079159
502,-10.935939,2.5683935
503,16.697117,2.9801023
504,18.719034,0.9233704
505,-5.1402965,-6.3678107
506,3.0333035,-14.342505
507,-13.614131,3.765187
508,9.117836,-1.5287398
509,-9.618547,7.3601613
510,5.179943,5.7877173
511,-12.911219,3.633454
512,-1.7564459,-13.12499
513,9.036696,0.9079722
514,-3.001952,-13.449126
515,-3.4297073,8.411892
516,-1.1757566,-14.592338
517,15.559778,4.159297
518,-12.749357,-3.0737193
519,-11.733175,5.791993
520,4.5944824,-9.467624
521,-5.7004156,5.6170692
522,2.044149,-2.3575373
523,8.32695,-11.076898
524,-12.459175,0.57824653
525,-11.478652,3.7896464
526,16.53415,0.93213207
527,-7.079067,6.6090236
528,6.076292,-11.855388
529,3.1870263,-0.71837115
530,20.660875,1.6462224
531,15.700701,-2.1299968
532,16.733694,7.3502417
533,12.81588,1.0450441
534,9.035717,9.6595125
535,-1.7275974,-13.983801
536,1.9717604,3.5993752
537,2.3915322,-9.887693
538,14.545068,5.21546
539,14.03035,-0.90760154
540,-7.829398,2.995738
541,4.0090857,-8.981928
542,-12.162771,-5.9369287
543,-11.716918,3.2531385
544,-4.5587482,4.681656
545,15.902478,5.030498
546,-10.234987,-2.6018453
547,4.5384736,-0.18769717
548,-9.509143,-9.074919
549,-10.115132,4.1183395
550,-7.298282,-14.521521
551,-0.70478535,8.180218
552,-11.400467,-9.018565
553,-8.510355,7.4386516
554,-8.070259,-6.3821883
555,-3.1098309,-10.410135
556,-5.941988,-7.265462
557,12.916119,-4.455773
558,-4.3244863,-11.415452
559,19.926882,0.23572081
560,17.660646,2.9760132
561,-1.006184,-1.1229362
562,14.169287,1.3720183
563,6.8960695,1.8429608
564,19.47394,1.7538522
565,16.978287,4.551838
566,4.267607,-6.650282
567,3.7997527,-8.119423
568,-3.575885,-0.47002113
569,-3.6006508,-12.228113
570,-3.7368886,3.1289976
571,-12.712647,3.4564235
572,11.450363,-0.15016757
573,17.508678,4.079988
574,-14.97375,4.3530793
575,11.617749,0.057926103
576,2.0337622,-14.845804
577,16.620798,2.730709
578,-13.486378,5.1529465
579,9.588989,-1.1766177
580,19.787596,-0.39187047
581,18.053787,4.29286
582,6.53194,-2.9008412
583,-7.188825,-11.195572
584,-9.683977,9.07851
585,-2.21373,-14.919976
586,-16.670992,2.8828037
587,-1.3568112,2.2703667
588,-13.186796,-0.5563905
589,-7.720898,7.4436836
590,4.617351,-9.40076
591,-14.020581,7.628869
592,-10.068593,9.4449215
593,20.536987,1.2380731
594,-4.342988,0.3529112
595,-1.4751383,-2.965425
596,15.204081,3.8193696
597,-4.085839,-1.7910589
598,-2.3318715,0.20504542
599,18.191736,0.7349286
600,5.8063903,1.2719215
601,-1.6699096,-15.469129
602,16.700827,2.7082348
603,-2.670355,-10.604261
604,14.881288,-2.633142
605,18.722721,-5.6878247
606,-7.2559214,12.761554
607,11.624668,0.3726321
608,-10.2045765,9.693786
609,9.437789,-0.52723444
610,-13.115801,8.659076
611,3.1211674,5.727037
612,-13.9455,6.8369527
613,-7.4969945,-13.709632
614,-1.7045156,-1.4978676
615,17.333761,3.395876
616,-13.2908,2.521178
617,22.077877,0.6771532
618,-3.701091,-7.008855
619,-12.216357,24.514433
620,11.596512,-2.5339282
621,18.102594,0.8034875
622,-15.368462,-7.1774035
623,17.317242,6.134396
624,-5.239153,5.8612504
625,-0.010869409,5.283914
626,-9.474746,-9.749975
627,-3.8851779,10.013798
628,-9.298754,-4.1479454
629,5.4096613,-3.832907
630,-9.767628,-11.489584
631,-5.0678124,-3.2175682
632,4.405919,-10.685313
633,-9.326807,-3.377777
634,-9.682332,1.6389145
635,-7.1814,-1.7188045
636,10.727774,0.31459624
637,19.400467,2.63889
638,-7.6908345,5.400904
639,-9.819156,6.628291
640,21.361094,2.3523955
641,9.944223,-2.5439885
642,21.152872,3.5878537
643,-2.6636457,-10.512812
644,1.1625874,5.4760127
645,-5.610096,5.714159
646,-12.248568,-9.548877
647,-12.7984495,9.292894
648,-11.445256,1.7845559
649,-8.222888,1.6938246
650,-7.690791,-11.585506
651,2.589884,-14.355512
652,5.9188437,5.791674
653,12.958156,0.027112264
654,-0.5302671,-3.2882164
655,15.550854,1.2747115
656,-5.9241614,4.3369327
657,-5.610714,14.813509
658,9.951061,6.2203417
659,-2.8836591,-15.620937
660,4.63384,-9.265886
661,-3.6070855,-16.100859
662,-2.6604671,-13.716177
663,4.663328,-12.324123
664,-10.113102,2.3636901
665,-1.3680385,-14.73485
666,-12.313845,-9.233584
667,-8.73924,-2.033951
668,-7.791733,1.0573869
669,-11.671264,6.5533233
670,-0.99751824,-3.4738293
671,3.421019,-1.3962849
672,-6.039998,5.4167795
673,-14.426355,8.435989
674,2.2054975,-0.5639559
675,-4.9825826,-6.323977
676,-10.990296,-9.754615
677,-14.899047,6.8032827
678,19.25978,0.9476963
679,19.361855,6.120778
680,15.380715,2.0671656
681,-7.4582953,-7.2105403
682,-1.7221203,5.8308992
683,-4.5169873,-12.780298
684,-8.181751,6.5630565
685,-14.346342,2.42143
686,-1.1545084,-14.768815
687,-11.651958,2.9347532
688,-9.299017,2.0740921
689,2.0365098,-14.462973
690,7.9045134,1.9603702
691,18.588598,-0.38992026
692,17.07949,0.97569567
693,-12.696154,3.321436
694,-7.117039,6.285037
695,10.928236,0.20182024
696,11.291626,-0.71825534
697,0.6409625,-3.957823
698,-2.8463051,6.6447797
699,-7.6289587,1.2563018
700,-13.789974,1.8212448
701,-14.511497,5.2327504
702,12.373768,-0.5783233
703,-1.7992646,-14.47334
704,-2.1500733,-16.436974
705,-10.008748,2.7602608
706,-12.603442,-3.7402186
707,-12.785175,3.175398
708,-4.1999807,1.304259
709,-5.314652,-3.7888482
710,18.993843,-1.441725
711,16.220844,4.112224
712,-10.622345,-0.29817793
713,5.412005,1.0579343
714,21.298939,0.60965246
715,16.098963,0.62614214
716,22.115513,4.3848014
717,16.383997,2.7876923
718,-11.872271,4.440576
719,-5.43185,6.763989
720,14.897967,-0.42916575
721,-2.317994,-14.913804
722,-1.9470793,-14.174085
723,-13.576256,8.725896
724,-3.7124827,-0.24893504
725,5.3697934,-0.34527802
726,-8.223784,-10.915999
727,-13.396626,4.627413
728,22.419708,7.482327
729,-14.432201,5.749295
730,11.046513,7.682673
731,-5.1150093,-6.3763914
732,-1.4309921,-0.040650148
733,-16.341696,-6.144947
734,-13.105188,-6.0380425
735,-14.250526,6.3176
736,17.835546,2.2192025
737,-11.531445,4.6047316
738,-11.9071665,21.805696
739,-4.2234693,-12.408016
740,-3.5322552,-0.37715507
741,-14.799335,5.81572
742,-0.083046734,-0.7917255
743,2.7632086,5.568609
744,0.4072235,-10.54003
745,16.299145,3.9927537
746,2.1708577,-6.4856925
747,10.291934,-6.0408783
748,-8.164305,6.59545
749,5.7716894,-10.926079
750,-13.220458,4.371719
751,-5.021629,-6.221492
752,14.473339,-4.887138
753,-8.429179,1.2391622
754,18.326403,3.81562
755,-0.8364313,0.14397493
756,-5.342429,-6.499469
757,-12.612169,-6.0101485
758,-13.61334,-0.64050376
759,-5.2148533,-6.446518
760,-6.1255913,4.69167
761,-12.895366,-2.866873
762,-1.4335728,-14.385698
763,3.047783,-11.183738
764,14.890293,2.0165486
765,4.154733,-13.837062
766,-2.4031901,-14.699241
767,-9.049414,6.216648
768,-11.280955,11.061519
769,14.134251,4.063487
770,19.715788,5.5327597
771,-7.7180686,4.572722
772,6.985218,-9.843274
773,-10.032204,10.347469
774,-10.055369,5.3141036
775,-1.2364953,12.380339
776,-8.275933,7.618602
777,3.6960921,-0.34006402
778,0.5709821,4.087821
779,13.927097,-0.07517406
780,-9.443207,-6.003481
781,-6.897974,6.9616685
782,-6.768159,-0.68275493
783,-11.901383,3.0395453
784,21.701956,3.018939
785,5.456718,2.0716903
786,-9.241254,7.122488
787,18.320915,5.808221
788,10.41655,0.24362125
789,-17.316032,-1.7277074
790,-14.709686,0.35226947
791,-1.544746,-1.1020887
792,5.0949206,-8.741729
793,-2.2008183,-14.882998
794,20.365805,4.7792487
795,-13.157842,4.9937572
796,-13.822372,-4.8200183
797,-13.548712,2.9636798
798,-17.059486,-0.6563803
799,-8.998144,-2.824035
800,-5.905311,13.514901
801,-5.6251283,5.7551312
802,1.6273013,-9.458083
803,2.539918,-14.722481
804,2.456722,-12.211787
805,-8.703331,-11.441572
806,-15.441521,2.6647298
807,23.053726,2.9447365
808,-14.568757,2.1029236
809,-8.6509695,3.5203133
810,16.674826,1.8664575
811,-13.991206,-7.2207737
812,-13.140463,4.5673814
813,-11.975502,3.020098
814,18.608953,2.2888694
815,-8.355867,2.5706995
816,-14.057496,7.737464
817,-0.5054914,1.9420694
818,13.53157,-2.5767562
819,-5.7690926,6.0168724
820,-10.055004,-3.4412136
821,-8.495685,-7.6742983
822,3.2260923,-14.287247
823,16.08597,-1.3786273
824,-14.172858,3.961036
825,-5.8564787,13.362041
826,-11.667625,-4.214512
827,20.761059,2.9707162
828,-11.025164,-3.9384103
829,19.06017,0.98240775
830,0.3332772,2.3409681
831,-5.622877,-9.381381
832,-4.6208906,-6.9438257
833,-11.214184,8.867731
834,-14.682388,8.541273
835,-1.6174371,-14.516027
836,-5.5526795,-1.8129464
837,-8.51125,7.8182173
838,9.870799,-3.870538
839,5.0486774,-0.08926028
840,-1.4992129,3.700166
841,-5.603804,3.7125173
842,18.618238,2.7607784
843,-11.392181,-4.889763
844,19.47296,4.7451625
845,-6.8653226,-1.5543809
846,20.25156,3.4922125
847,-2.049811,-14.508634
848,1.455413,7.3375936
849,-5.6253357,-3.8409798
850,21.49836,-3.258341
851,19.14099,2.838665
852,17.981216,0.4635763
853,-15.597033,2.641003
854,17.450405,-0.13338347
855,-4.4806147,5.9300876
856,11.958943,2.345315
857,-7.9133854,-4.6436915
858,3.4005063,10.573392
859,-8.036115,8.153836
860,-11.264059,6.7385893
861,10.843722,-3.6216133
862,-10.106402,10.22312
863,20.412096,5.2007017
864,22.827295,6.8614235
865,16.25371,0.23232698
866,-16.88572,3.4095721
867,-0.93280405,-6.120665
868,-2.5530927,-10.41788
869,5.4007106,-13.531267
870,-12.656926,-6.4960136
871,-10.542993,4.2746515
872,19.53344,1.7142763
873,6.2629137,4.1241546
874,-14.225698,-7.5219884
875,24.568672,5.666128
876,0.7153567,-2.7974565
877,-8.506103,4.949136
878,-0.61727214,0.4984673
879,15.6315155,-0.41958526
880,-9.641396,3.9723644
881,-11.097617,-1.7636416
882,-7.465944,-0.6979121
883,-5.2912955,-9.633121
884,-2.1728024,-13.810485
885,-12.148759,6.070594
886,-10.341078,-5.1696906
887,-8.098468,4.524884
888,-11.990704,3.1397984
889,-6.60097,-9.546456
890,0.3663788,5.0125647
891,-5.5288095,-7.865881
892,23.43916,6.9972053
893,-12.409471,8.244901
894,6.0604615,4.970042
895,-10.479736,-4.804231
896,11.852725,1.1238338
897,-8.699137,-2.3273585
898,-12.394783,-2.9413538
899,-14.192534,1.591923
900,-6.248694,-0.7261702
901,-11.267064,-2.707318
902,6.6202435,10.945581
903,17.578024,0.93626934
904,18.485302,2.3297758
905,-2.1107652,-14.35489
906,-7.28302,8.938351
907,17.192526,1.7769036
908,16.206442,4.5486307
909,-2.0304983,3.9743495
910,-9.367312,9.59525
911,20.788773,-0.58024836
912,-14.0722,6.1778812
913,-2.7221026,-15.657713
914,-1.4303578,3.1180375
915,10.608203,-1.0272275
916,21.667555,3.186748
917,-13.028971,-6.9877243
918,22.034199,6.6528096
919,6.192142,-11.65273
920,5.81491,-0.66633856
921,-13.801115,7.170963
922,21.658655,2.5862992
923,-11.841675,3.2910879
924,-5.7594705,2.251852
925,-1.9784615,-14.504286
926,10.625843,6.7742467
927,7.985918,0.78586966
928,-2.9747794,10.516384
929,-9.860968,6.9578586
930,15.973193,2.536187
931,-1.389157,-10.069529
932,7.0015078,4.246604
933,0.5323946,9.807006
934,12.680252,6.136308
935,-8.111634,9.091632
936,-7.510632,-13.640822
937,-12.791923,10.531408
938,17.696821,5.8649383
939,-12.145435,4.635257
940,13.487653,0.018751452
941,7.3211384,-4.150206
942,-5.814962,-9.707319
943,-11.901629,-0.64031416
944,6.5623207,9.248635
945,2.7880692,-9.82611
946,5.5473166,-1.9284078
947,6.532445,-10.978661
948,0.021894937,-1.3533664
949,-2.2274897,3.5573094
950,16.989565,2.202596
951,-8.445083,0.9785925
952,15.496931,1.4917732
953,20.079315,4.609944
954,15.79413,2.3640635
955,-1.0388038,-13.180762
956,-11.499899,9.214996
957,13.668367,8.236498
958,-5.1052523,1.9604287
959,18.233612,1.2543579
960,12.423709,1.2116984
961,-11.977868,2.9304934
962,19.269863,4.4491825
963,6.278678,-11.360004
964,-8.315421,0.43767196
965,-7.202465,3.9707773
966,-3.622967,-0.6011909
967,1.7353041,-5.6215363
968,-5.872482,13.27056
969,-12.514475,-5.57043
970,-2.7514136,-15.470107
971,-4.573228,1.0557038
972,-1.68464,-14.404253
973,14.086978,3.678878
974,-2.574757,-14.807158
975,-1.262662,-14.69355
976,19.984005,2.77274
977,-6.513236,5.1707187
978,-14.502356,5.410758
979,-11.753477,2.717228
980,-5.198812,-6.477749
981,-9.072689,4.1002593
982,-5.07432,-0.39840674
983,-11.141548,-3.579805
984,5.76146,-12.047142
985,-15.741437,2.8843083
986,-5.5963593,13.995819
987,9.5095825,-1.5484651
988,2.269271,-14.521503
989,2.15355,-10.593388
990,-14.425141,-8.978324
991,-18.114626,0.23890547
992,5.600653,-10.222168
993,-4.4670386,2.541406
994,-5.9259396,13.3571825
995,-5.9960604,13.228858
996,2.9729362,-8.539126
997,-15.271538,-9.212266
998,-7.4161124,-10.714431
999,15.105103,5.1686563
1000,4.64822,-8.996797
1001,-4.261579,-16.120884
1002,-4.2444043,6.902216
1003,-4.898288,-8.54941
1004,-13.645962,-0.03016831
1005,-2.302803,-1.2684269
1006,19.811234,6.301529
1007,-3.9442883,2.2774227
1008,0.86371785,1.5087199
1009,-10.332281,2.3489892
